lip8-suan	入選
liau2-tsinn	了錢
lang5-thau	人頭
lat8-thau	力頭
jip8-liam7	入殮
lip8-liam	入殮
jip8-siann8	入聲
lip8-siann	入聲
thiau-lan	刁難
jin5-khuan5	人權
lin5-khuan	人權
tng	丈
sam	三
sann	三
tsiunn	上
tshiunn	上
siong	上
e	下
ha	下
he	下
e	个
uan	丸
ku	久
io	么
khit	乞
ia	也
bong	亡
huan	凡
tshian	千
tshing	千
tshe	叉
khau	口
thoo	土
su	士
tai	大
tua	大
li2	女
lu	女
tsi	子
tsu	子
tshun	寸
siau	小
sio	小
san	山
suann	山
kang	工
kong	工
ki	己
tsi	巳
kin	巾
kun	巾
kan	干
king	弓
tsai	才
tshai	才
tiunn7-lang	丈人
sam-pat	三八
thoo2-lang	土人
tai7-jin5	大人
tai7-lin	大人
tua7-lang	大人
tua7-lat	大力
siau2-jin5	小人
siau2-lin	小人
tshuan-tshit	川七
kang-lang	工人
tiunn7-lang5-kong	丈人公
sam-tshit-a	三七仔
tiunn7-lang5-pa	丈人爸
sam-pat-khui	三八氣
tiunn7-lang5-ma	丈人媽
siong7-ku	上久
tsiunn7-suann	上山
ha7-san	下山
ku2-ku	久久
tua7-e	大下
sio2-khau	小口
sio2-kang	小工
tsai5-tsu	才子
tai7-tiong7-hu	大丈夫
kan-kan-a	干干仔
Sam-san-kok-ong	三山國王
tshian-tshian-ban7-ban	千千萬萬
tsiunn7-suann7-thau	上山頭
tiunn7-kong	丈公
Siong7-guan	上元
Ha7-guan	下元
e7-un	下勻
tai7-put7-liau	大不了
sam-put-goo7-si	三不五時
thoo2-kong2-a	土公仔
siau2-thiu2-a	小丑仔
thoo2-kong2-a2-sing	土公仔性
Siong7-guan5-me5	上元暝
Siong7-guan5-mi	上元暝
siong7-ngoo	上午
siong7-thian	上天
tsiunn7-tshiu	上手
tshiunn7-tsui	上水
ha7-ngoo	下午
he7-tshiu	下手
e7-tshiu	下手
ha7-sui	下水
thoo2-bok	土木
tai7-hong	大方
tua7-jit8	大日
tua7-lit	大日
tua7-gueh8	大月
tua7-geh	大月
tshun3-tshioh	寸尺
sio2-sim	小心
sio2-gueh8	小月
sio2-geh	小月
sio2-bak	小木
kang-hu	工夫
Sam-thai3-tsu	三太子
siang7-tshe7-kong	上尺工
sam-sim-liong2-i	三心兩意
tua7-sim7-khui	大心氣
tshian-kin-tshin3	千斤秤
tshian3-kun3-tshin	千斤秤
sam-bun5-hi5	三文魚
sam5-bun5-hu	三文魚
ha7-sui2-thng	下水湯
tua7-ping	大爿
uan5-a	丸仔
tua7-hiann	大兄
kang-a	工仔
kin-a2	巾仔
kun2-a	巾仔
king-a	弓仔
tua7-tsu2-tua7-i	大主大意
tua7 tai7-tsi	大代誌
siong7-ke	上加
tsiunn7-pak	上北
e7-si	下司
thoo2-pau2-a	土包仔
sio2-khua2-a	小可仔
tua7-si3-ke3	大四界
tua7-si3-kue	大四界
tsiunn7-siap7-be7-liap7	上卌袂攝
tsiunn7-siap7-bue7-liap	上卌袂攝
e7-puann3-me5	下半暝
e7-puann3-mi	下半暝
tsiunn7-tshi	上市
he7-pun	下本
tua7-pun	大本
sio2-tuann	小旦
tsiunn7-bak	上目
khau2-peh	口白
tua7-bak	大目
sio2-sing	小生
sio2-giok8-a	小玉仔
sio2-peh8-tshai	小白菜
Tai7-kah7-tshioh	大甲蓆
tsiunn7-jim7	上任
tsiunn7-lim	上任
kiu2-giong	久仰
kan-hiu	干休
tua7-mia	大名
tua7-kiann	大囝
sio2-mia	小名
sio2-kiann	小囝
tai7-tong5-a	大同仔
siong7 ho	上好
ia7-ho	也好
thoo2-te7	土地
thoo2-tue	土地
Thoo2-ti7-kong	土地公
e-tsai2-a	下早仔
tua7-hinn7	大耳
tua7-hi	大耳
tua7-tsih	大舌
tua7-peh	大伯
tua7-ui	大位
kang-tsok	工作
San-phik-Ing-tai	山伯英台
tua7-kim	大妗
suann-bue2-liu2	山尾溜
suann2-be2-liu	山尾溜
tsu2-te	子弟
sio2-ti	小弟
tsu2-te7-hi	子弟戲
sann-kenn	三更
sann-kinn	三更
sann-kenn-puann3-me5	三更半暝
sann5-kinn5-puann3-mi	三更半暝
khau2-tsau	口灶
sio2-too	小肚
tua7-too7-kui	大肚胿
sann-kak	三角
kiu2-kian	久見
suann-kok	山谷
tshuan-kiong	川芎
tshuan-pue	川貝
kan-pue	干貝
Tshian-li2-gan	千里眼
sann-kak-thang	三角窗
sann-kak-khoo	三角褲
tshian-li2-kiann	千里鏡
ku2-2-lai	久來
khau2-king	口供
tai7-sai	大使
sio2-su	小事
siau2-su	小使
kang-su	工事
lu2-ji5	女兒
lu2-li	女兒
sio2-tsik	小叔
sio2-kng2-a	小管仔
sio2-ji5-kho5	小兒科
sio2-li5-kho	小兒科
sio2-ji5-ba5-pi3	小兒麻痺
sio2-li5-ba5-pi	小兒麻痺
suann-phiann	山坪
tiunn7-m	丈姆
tua7-m	大姆
tua7-tsi	大姊
tua7-koo	大姑
sio2-mue7	小妹
sio2-be	小妹
sio2-tsia	小姐
sio2-koo	小姑
tiunn7-m2-po	丈姆婆
e7-te2	下底
e7-tue	下底
ta-kuann	大官
tua7-kuann7-hoo	大官虎
thoo2-sing	土性
he7-senn3-mia7	下性命
he7-sinn3-mia	下性命
tua7-pang	大房
tua7-thua	大拖
e-hng	下昏
suann-tang-peh8-a	山東白仔
e-hng-am	下昏暗
khit--e	乞的
thoo2-tit	土直
sann-ki-tshiu	三肢手
ku2-tng	久長
tshian-kim	千金
sann-tng5-nng7-te	三長兩短
tshiunn7-tshenn7-thi5	上青苔
tshiunn7-tshinn7-thi	上青苔
ku2-tng5-penn7	久長病
ku2-tng5-pinn	久長病
tshian-kim-phoo	千金譜
tai7-pian	大便
tua7-tsun5-5-ni	大前年
tua7-i	大姨
Siong7-te	上帝
Siong7-te3-kong	上帝公
sam3-su	三思
tua7-au7-7-jit8	大後日
tua7-au7-7-lit	大後日
tua7-au7-7-ni	大後年
suann-au7-tsiau	山後鳥
ia7-si	也是
tsiah-si	才是
tua7-tsoh8-8-jit8	大昨日
tua7-tsoh8-8-lit	大昨日
tua7-boo	大某
suann-tong	山洞
sam-sing	三牲
Sam-kai3-kong	三界公
sam-kai3-niu5-a	三界娘仔
san-tin-hai2-bi	山珍海味
suann-tang-o	山苳蒿
ke7-im	低音
khit-tsiah	乞食
khau2-bin	口面
khau2-im	口音
khit-tsiah8-mia	乞食命
tua7-bin7-sin	大面神
khit-tsiah8-khim	乞食琴
khit-tsiah8-thau	乞食頭
thoo2-hui	土匪
tua7-tshu	大厝
tua7-ko	大哥
ke7-tshu3-a	低厝仔
tua7-niu5-koo	大娘姑
khau2-tso	口座
thoo2-sai	土師
tua7-sun	大孫
ta-ke	大家
tsu2-kiong	子宮
suann-kham	山崁
tua7-ke7-khau	大家口
ta-ke-kuann	大家官
tsu2-si	子時
tsiunn7-toh	上桌
khau2-khi	口氣
tai7-khi	大氣
tua7-khui	大氣
tua7-khui3-tshuan	大氣喘
kan-siap	干涉
ke7-kip	低級
tua7 tin	大陣
siau2-kui2-a2-khak	小鬼仔殼
sann-tu5-si3-khau	三除四扣
tsiunn7-kia	上崎
suann-lun	山崙
tsai5-tsing	才情
sam-kau	三教
e7-tau	下晝
e7-poo	下晡
sio2-phio	小票
sam-hian	三絃
tua7-se3	大細
tua7-sue	大細
tua7-se3-sim3	大細心
tua7-sue3-sim	大細心
tua7-se3-bak8	大細目
tua7-sue3-bak	大細目
suann-ting	山頂
kang-tiunn	工場
tua7-pu	大富
tua7-kuann	大寒
tua7-hu3-tua7-kui	大富大貴
tua7-piann3-sau	大摒掃
tshiunn7-phu	上殕
e7-kang	下港
tua7-kang	大港
tua7-ing	大湧
kan-na	干焦
ha7-siau	下痟
khau2-khim	口琴
kang-ting	工程
kang-ting5-su	工程師
siong7-ting	上等
tua7-tang	大筒
sio2-tan	小等
thoo2-puat8-a	土菝仔
siong7-soo	上訴
tai7-liong	大量
king--khui	弓開
huan7-se	凡勢
suann-se	山勢
thoo2-siunn	土想
e-am	下暗
kang-hue	工會
kang-giap	工業
tsiah e	才會
suann-kau	山溝
san-bing5-hai2-se	山盟海誓
he7-loh	下落
tshian-ban	千萬
tua7-tng	大腸
tua7-ku	大舅
sio2-tng	小腸
suann-io	山腰
tua7-pak7-too	大腹肚
khau2-tshi	口試
e7-kha	下跤
thoo2-ue	土話
tua7-ue	大話
suann-ho	山貉
suann-tshat	山賊
suann-kha	山跤
e7-kha7-tshiu2-lang	下跤手人
tua7-kha7-tang	大跤胴
sann-kha-be	三跤馬
sann-kha-niau	三跤貓
ke7-loo	低路
tua7-loo	大路
sio2-loo	小路
Tai7-to7-kong	大道公
sann tng	三頓
suann-bong	山雺
tua7-koo	大鼓
tua7-siu	大壽
tua7-han	大漢
tua7-khoo	大箍
tua7-khoo7-tai	大箍呆
siong7 kin	上緊
tua7-thui	大腿
tua7-thui2-kut	大腿骨
siong7-kai	上蓋
sio2-suat	小說
tua7-gin5	大銀
tua7-gun	大銀
sio2-gin5	小銀
sio2-gun	小銀
bong5-hun	亡魂
tua7-piann	大餅
sam-tsan	三層
kang-liau	工寮
kang-tshiunn	工廠
sam-tsan5-bah	三層肉
tua7-kong2-hian	大廣絃
sio2-soo	小數
kan-lok	干樂
tua7-juah8	大熱
tua7-luah	大熱
tua7-pan	大範
suann-suann	山線
sam-suann3-loo	三線路
siong7-kho	上課
khang-khue	工課
tsai5-tiau	才調
tua7-be7	大賣
tua7-bue	大賣
sio2-be7	小賣
sio2-bue	小賣
suann-ti	山豬
suann-tu	山豬
e7-pue	下輩
sann-lian2-tshia	三輪車
e7-hai	下頦
tai7-hak	大學
sio2-hak	小學
king-tsio	弓蕉
king-tsio-iu	弓蕉油
suann-niau	山貓
khau2-thau	口頭
suann-thau	山頭
kang-thau	工頭
siong7-thau5-a	上頭仔
tua7-thau5-bu	大頭拇
tua7-am7-kui	大頷胿
tua7-thau5-tshai	大頭菜
tua7-hi	大戲
suann-nia	山嶺
thoo2-suainn7-a	土檨仔
siong7 tse7	上濟
siong7 tsue	上濟
siong2-siann	上聲
tua7-siann	大聲
tua7-tann	大膽
tua7-siann7-ue	大聲話
e7-pai	下擺
sio2-tsim	小嬸
thoo2-ke2-a2	土雞仔
thoo2-kue2-a	土雞仔
e7-kok	下顎
kang-ge	工藝
he7-guan	下願
tua7-phiang	大龐
tua7-mi	大麵
tua7-tsang	大欉
tua7-thiann	大廳
put	不
thiu	丑
ting	中
tiong	中
tan	丹
tsi	之
hoo	予
goo	五
ngoo	五
tsenn2	井
tsinn	井
jin5	仁
tseh	仄
phak	仆
siu	仇
in2	允
un	允
lai	內
lue	內
kang	公
lak	六
liok	六
ling	冗
liong	冗
hiong	凶
hun	分
pun	分
tshiat	切
kiu	勼
kau	勾
lai7-kah7-a	內䘥仔
tiong-lang	中人
in2-2-lang5	允人
un2-2-lang	允人
put-tsai	不才
lai7-suann	內山
lai7-tsai	內才
hun-tshun	分寸
put-sam-put-su	不三不四
put-jin5	不仁
put5-lin	不仁
Tiong-guan	中元
ngoo2-jin5	五仁
ngoo2-lin	五仁
jin5-tan5	仁丹
lin5-tan	仁丹
lai7-kong	內公
kong-guan	公元
kong-pun	公分
kong-hun	公分
un5-un5-a	勻勻仔
un5-un5-a2-hue2	勻勻仔火
un5-un5-a2-he	勻勻仔火
goo7-hun7-a2-tshia	五分仔車
put-tiong3-iong	不中用
goo7-hun7-tshia	五分車
put-tsi	不止
tiong-sim	中心
tsenn2-tsui2	井水
tsinn2-tsui	井水
lue7-sim	內心
kong-bun	公文
kong-kin	公斤
kong-kun	公斤
phann3-tshiu	冇手
tshiat-tshiu	切手
kiu-tshiu	勼手
kiu-tsui	勼水
kau-in	勾引
lak8-gueh8-thinn8	六月天
lak8-geh8-thinn	六月天
put-tsi2-a	不止仔
lak8-gueh8-tang8	六月冬
lak8-geh8-tang	六月冬
Goo7-jit8-tseh8	五日節
Goo7-lit8-tsueh	五日節
Goo7-gueh8-tseh8	五月節
Goo7-geh8-tsueh	五月節
thiu2-a	丑仔
tann-a	今仔
kin-a2-jit8	今仔日
kin8-a2-lit	今仔日
un5-a2-si	勻仔是
tiong-koo	中古
lai7-gua	內外
ngoo2-ka2-pi	五加皮
lai7-ling7	內奶
lai7-ni	內奶
kong-penn5	公平
kong5-pinn	公平
kang-bo	公母
kong-bin	公民
tiong3-iong	中用
tiong-lip	中立
tan-tian	丹田
kong-iong	公用
phann3-tsioh8-a	冇石仔
hoo7 i	予伊
kai3-tsai	介在
kong-kiong	公共
liok8-hap	六合
kin-ni	今年
lai7-te7	內地
lai7-tue	內地
hiong-ni	凶年
tiong-sun	中旬
liong7-tsa	冗早
put-su2-kui	不死鬼
lai7-hang	內行
lai7-hang5-5-e	內行的
put-ji5-ko3	不而過
put3-li5-ko	不而過
put-tan	不但
pun-phenn	分伻
hun-piat	分別
put-hau	不孝
put-kiu5-jin5	不求人
put5-kiu5-lin	不求人
kong-li	公里
hun-sin	分身
kong-su	公事
tiong-ho	中和
lai7-te2	內底
kong-soo	公所
put-hok	不服
hun-bing	分明
put-huat	不法
liok8-huat8-tsuan5-su	六法全書
kang--e	公的
pun--e	分的
ngoo2-kim	五金
ngoo2-kim2-hang	五金行
tiong-tsainn	中指
lue7-tsing	內政
ngoo2-liu2-ki2	五柳居
ngoo2-liu2-ku	五柳居
tiong3-tok	中毒
tan-tok	丹毒
phann3-thuann	冇炭
hun-phai	分派
Tiong-tshiu	中秋
lai7-kho	內科
Tiong-tshiu-tseh	中秋節
Tiong-tshiu-tsueh	中秋節
Tiong-tshiu-piann	中秋餅
tiong3-ke	中計
lai7-sann	內衫
tiong3-hong	中風
ngoo2-hiang	五香
guan5-siu	元首
lai7-bin	內面
in2-tsun2	允准
un2-tsun	允准
lai7-tho	內套
Guan5-siau	元宵
lai7-sun	內孫
lue7-iong	內容
kong-ka	公家
kong-ke	公家
put-si	不時
liok8-su	六書
guan5-khi	元氣
liok8-thiok	六畜
guan5-sin	元神
tiong-tsit	中脊
hun-phue3	分配
hun3-phe	分配
put-tong7-san	不動產
kong-po	公婆
ngoo2-tshai	五彩
pun-tiunn	分張
put-tik-liau	不得了
put-tik-i	不得已
lue7-tsing	內情
tiong-tau	中晝
tiong-tau3-si	中晝時
tiong-tau3-png	中晝飯
tiong-tau3-tng	中晝頓
kong-tsiong	公眾
kai3-siau	介紹
tiong-too	中途
lue7-poo	內部
liong7-siong	冗剩
lai7-tiunn	內場
kong-gu	公寓
hun-suann	分散
put-kam2-tong	不敢當
hun-huat	分發
tiong-ting	中等
kau-kiat	勾結
put-tap-put-tshit	不答不七
goo7-kin7-ke5	五筋膎
goo7-kun7-kue	五筋膎
kong-hui	公費
tiong-kan	中間
kong-khai	公開
kong-khui	公開
hun-khui	分開
tiong3-siong	中傷
lai7-siong	內傷
kong-tse	公債
kong-hng	公園
lai7-ma	內媽
kong-ma	公媽
ting3-i	中意
jin5-ai3	仁愛
lin5-ai	仁愛
jin5-tsu5	仁慈
lin5-tsu	仁慈
hiong-suah	凶煞
put-gi	不義
jin5-gi7	仁義
lin5-gi	仁義
lai7-li	內裡
kiu-kha	勼跤
ngoo2-loo	五路
kong-loo	公路
kong-to	公道
put-buan	不滿
ngoo2-hok	五福
put-kuan2-si	不管時
lue7-koh	內閣
phann3-siau	冇數
hun-soo	分數
ngoo2-kok	五穀
tiong-hak	中學
kong-hak8-hau	公學校
kong-tshin	公親
pun-tsinn	分錢
kong-kuan	公館
phann3-tsim	冇蟳
tiong-i	中醫
hun-lui	分類
hun-tsing	分鐘
hun-thuann	分攤
ngoo2-tsong	五臟
hua	化
phit	匹
tsin	升
sing	升
goo	午
eh	厄
iu	友
huan	反
ping	反
jim5	壬
lim	壬
thian	天
thinn	天
thai	太
hu	夫
tsio	少
tshioh	尺
jiap8	廿
liap	廿
in	引
sim	心
hoo	戶
tshiu	手
ki	支
bun	文
tau	斗
kin	斤
hng	方
hong	方
jit8	日
lit	日
guat	月
gueh8	月
geh	月
bak	木
bok	木
khiam	欠
tsi	止
pi	比
mng	毛
moo	毛
si	氏
tsui	水
sui	水
tshiu2-ng	手䘼
jiap8-it8	廿一
liap8-it	廿一
hu-jin5	夫人
hu5-lin	夫人
phainn2-lang	歹人
thian-kiu2-pai	天九牌
thian-ha	天下
thian-tsai	天才
siau3-li2	少女
siau3-lu	少女
hoo7-khau	戶口
tshiu2-ha	手下
tshiu2-kang	手工
jit8-tsi2	日子
lit8-tsi	日子
bak8-kang	木工
m7-tsiah	毋才
tsui2-thoo	水土
Khong2-tsu2-kong	孔子公
tshiu2-kin2-a2	手巾仔
tshiu2-kun2-a	手巾仔
hoo7-khau2-mia	戶口名
guat8-ha7-noo2-jin5	月下老人
guat8-ha7-noo2-lin	月下老人
hoo7-khau2-tshau2-pun	戶口抄本
thinn-tsenn2	天井
thinn2-tsinn	天井
thinn-kong	天公
gueh8-tiong8	月中
geh8-tiong	月中
gueh8-lai7	月內
geh8-lai	月內
tsui2-tsenn2	水井
tsui2-tsinn	水井
Thinn-kong-senn	天公生
thinn-kong-sinn	天公生
gueh8-lai7-pang5	月內房
geh8-lai7-pang	月內房
Thinn-kong-kim	天公金
gueh8-lai7-hong7	月內風
geh8-lai7-hong	月內風
Thinn-kong-tsoo	天公祖
huan2-thinn	反天
thian-bun	天文
thai3-thai	太太
bun5-hua	文化
gueh8-jit8	月日
geh8-lit	月日
phainn2-thinn	歹天
phainn2-sim	歹心
phainn2-tshiu2-jiau2	歹手爪
phainn2-tshiu2-niau	歹手爪
bun5-bun5-a2-tshio	文文仔笑
thinn-huan2-te7-luan7	天反地亂
thinn7-huan2-tue7-luan	天反地亂
bok8-sim8-pang	木心枋
jit8-guat8-ham8	日月蚶
lit8-guat8-ham	日月蚶
jit8-guat8-than8	日月蟶
lit8-guat8-than	日月蟶
ping2-ping	反爿
sim-hue2	心火
sim2-he	心火
tshiu2-jiau2	手爪
tshiu2-niau	手爪
tsui2-gu	水牛
tau2-a	斗仔
phainn2-tai	歹代
tsui2-sian	水仙
tsi-tshut	支出
gueh8-puann3	月半
geh8-puann	月半
gueh8-gua7-jit8	月外日
geh8-gua7-lit	月外日
huan2-tsing	反正
thai3-ping	太平
bun5-tshi	文市
bun5-tan	文旦
tsui2-bo	水母
huan2-bok	反目
tshiu2-bak	手目
bok8-kue	木瓜
khiam3-ing	欠用
m7-kam	毋甘
tsui2-tshan	水田
Thai3-pik8-tshenn8	太白星
Thai3-pik8-tshinn	太白星
thai3-peh8-hun	太白粉
thai3-peh8-tsiu	太白酒
m7-kam7 hiam	毋甘嫌
ping2-peh8-kainn	反白睚
m7 kam7-guan	毋甘願
thinn-kng	天光
bun5-kiann	文件
gueh8-kng8-me5	月光暝
geh8-kng8-mi	月光暝
jit8-kong8-ting8	日光燈
lit8-kong8-ting	日光燈
tshiu2-in	手印
hong-hiong	方向
bak8-tshiunn	木匠
phainn2-kiann	歹囝
thinn-te7	天地
thinn7-tue	天地
siau3-lian	少年
bun5-ji7	文字
bun5-li	文字
hong-sik	方式
khiam3-an	欠安
m7 ho	毋好
tsui2-tsun	水圳
phainn2-ni5-tang	歹年冬
siau3-lian5-ke	少年家
m7 ho2-se	毋好勢
tshiu2-khiau	手曲
phainn2-si	歹死
m7-tsiann	毋成
m7-tsiann5-lang	毋成人
tshiu2-huann7-a	手扞仔
m7-tsiann5-kiann	毋成囝
m7-tsiann5-mih8	毋成物
m7-tsiann5-mngh	毋成物
m7-tsiann5-kau	毋成猴
m7-tsiann5-iunn	毋成樣
thinn-sik	天色
sim-hiat	心血
sim-hing	心行
gueh8-sik8	月色
geh8-sik	月色
bok8-ni	木耳
khiam3-hueh3	欠血
khiam3-huih	欠血
tsi2-hueh2	止血
tsi2-huih	止血
m7-na	毋但
m7-bian	毋免
hu-kun	夫君
tshiu2-bue2	手尾
tshiu2-be	手尾
gueh8-bue2	月尾
geh8-be	月尾
tshiu2-bue2-lat8	手尾力
tshiu2-be2-lat	手尾力
mng5-bue2-a2	毛尾仔
mng5-be2-a	毛尾仔
tshiu2-bue2-tsinn5	手尾錢
tshiu2-be2-tsinn	手尾錢
phainn2-liu2-lak	歹扭搦
huan2-khong	反抗
iau2-tsiat	夭折
bok8-tsai	木材
ping2-too	反肚
sim-kuann	心肝
tshiu2-too	手肚
tsui2-tsai	水災
sim-kong5-hue2-toh8	心狂火著
sim8-kong5-he2-toh	心狂火著
sim-kuann-a2-kiann	心肝仔囝
ping2-too7-sua	反肚痧
sim-kuann-khut-a	心肝窟仔
phainn2-io2-tshi	歹育飼
sim-kuann-thau	心肝頭
hua3-sin	化身
ping2-tshia	反車
thian-liong	天良
bun5-gian	文言
bun5-sin	文身
hong-gian	方言
tsui2-tshia	水車
tsui2-oo7-a	水芋仔
sim-su	心事
pi2-phing	比並
ping2-lai5-ping2-khi	反來反去
gueh8-lai5-hiong5	月來香
geh8-lai5-hiong	月來香
gueh8-tshe8	月初
geh8-tshue	月初
phainn2-mia	歹命
moo5-honn	毛呼
phainn2-mia7-lang	歹命人
thai3-mue	太妹
hu-tshe	夫妻
tshiu2-te2	手底
tshiu2-tue	手底
bun5-kuann	文官
phainn2-sing3-te7	歹性地
phainn2-sing3-tue	歹性地
m7-tu2-ho	毋拄好
bun5-bing	文明
tsui2-ko	水果
khong2-bing5-tshia	孔明車
hong-huat	方法
pi2-bu	比武
phainn2-mih8	歹物
phainn2-mngh	歹物
tsui2-pha	水疱
thian-kau2-jiat8	天狗熱
thian8-kau2-liat	天狗熱
iu2-2-e	友的
thai3-khong	太空
phainn2-khang	歹空
m7 tsai	毋知
m7-tsai7-lang	毋知人
m7-tsai7-si	毋知死
m7 tsai7-iann	毋知影
tshiu2-koo	手股
bak8-sat	木蝨
tsui2-mng	水門
hong-pian	方便
thai3-po	太保
phainn2-thi3-thau	歹剃頭
jit8-au7	日後
lit8-au	日後
tshiu2-tsi	手指
tsi-tshi	支持
m7-tih	毋挃
m7 si	毋是
tsui2-hiap8-a	水拹仔
m7-si7-se	毋是勢
tshiu2-tsing2-thau5-a	手指頭仔
tsi2-iau	止枵
tshiu2-tuann	手段
tsui2-tsuann	水泉
huan2-sing	反省
gueh8-bai5	月眉
geh8-bai	月眉
phainn2-khuann	歹看
phainn2-khuann3-siunn	歹看相
huan2-pue	反背
tsui2-ang5-a2-sik	水紅仔色
pa-lang	巴郎
tshiu2-bin	手面
hong-bin	方面
phainn2-tsiah	歹食
tshiu2-hong2-khim	手風琴
gueh8-hong7	月俸
geh8-hong	月俸
m7-tat	毋值
m7-tsun	毋准
